rowID,Irr
Row11211,-0.27977569514025735
Row11212,0.003259603743939093
Row11213,0.003259603743939093
Row11214,-0.014841869411073556
Row11215,0.18790478312012313
Row11216,-0.25817148636436227
Row11217,0.0417121140016242
Row11218,12.792143937886555
Row11219,129.63461634651787
Row11220,283.82386393244
Row11221,309.2310613068552
Row11222,328.86410465447057
Row11223,372.13961302552553
Row11224,365.5704297683292
Row11225,265.52639100446714
Row11226,88.86533154418784
Row11227,12.637187641772169
Row11228,1.4578292735977898
Row11229,0.3870799841466763
Row11230,0.02916817516065777
Row11231,-0.27975779048332783
Row11232,0.5020293458896118
Row11233,0.5020293458896118
Row11234,0.5785181070865357
Row11235,0.4578322340498975
Row11236,-0.17157523767188046
Row11237,0.43415665232888667
Row11238,0.47355685139655923
Row11239,0.36281304615771337
Row11240,182.68308875311135
Row11241,451.3843626048787
Row11242,510.9648082182148
Row11243,450.250008890098
Row11244,424.52847984938313
Row11245,422.2938082093423
Row11246,410.86618402258176
Row11247,130.54567936413088
Row11248,-0.27473243431323335
Row11249,0.11747345821758166
Row11250,-0.8387213042850685
Row11251,-0.05187888186428486
Row11252,-0.8606634766026044
Row11253,-0.8606634766026044
Row11254,-0.19807155098278328
Row11255,7.3160604090703085
Row11256,64.37513379400215
Row11257,167.75917933730582
Row11258,169.38347440283394
Row11259,172.4297258251625
Row11260,365.09910033270705
Row11261,367.27024178698616
Row11262,320.4012203418857
Row11263,189.4427788565106
Row11264,0.5344359050099291
Row11265,0.10296006609116527
Row11266,-0.21960987191532433
Row11267,0.4764662527575769
Row11268,-0.15214348551358656
Row11269,0.3120344739728028
Row11270,-0.44123963987310844
Row11271,0.6757570739499317
Row11272,1.421207675422449
Row11273,170.93575695509085
Row11274,446.17028289273713
Row11275,494.67878868856354
Row11276,429.18469661253835
Row11277,426.63157320073884
Row11278,451.46467226376893
Row11279,457.1383992093135
Row11280,220.17557235327394
Row11281,26.74819169270168
Row11282,-0.1318145356349045
Row11283,-0.047896508387763916
Row11284,0.36310867265634295
Row11285,0.4644645135333687
Row11286,80.45100008472849
Row11287,136.96443121472157
Row11288,190.93967751380143
Row11289,142.76681948345032
Row11290,163.6707928979725
Row11291,135.95149150963402
Row11292,34.61381270169701
Row11293,42.437823606121455
Row11294,6.432873777045133
Row11295,-0.8886479193530128
Row11296,-1.0300418627969312
Row11297,-1.5147420865240342
Row11298,-2.968960083727216
Row11299,-2.941990973846274
Row11300,-3.022966414059574
Row11301,-1.8262973220491396
Row11302,-1.9467348404399445
Row11303,-1.7563236844523213
Row11304,-1.0229331603561054
Row11305,-1.2700858029443138
Row11306,-1.690014892980001
Row11307,-2.067661925695762
Row11308,-2.138631705522167
Row11309,-0.22354102666967177
Row11310,90.66741494506718
Row11311,197.91266612055315
Row11312,142.52469854755455
Row11313,121.65876195991855
Row11314,90.92238487663963
Row11315,88.56916470380969
Row11316,147.10972345406677
Row11317,79.22549516093002
Row11318,6.193046612100129
Row11319,-1.1849531748358169
Row11320,-0.833022703333012
Row11321,-0.30788187263411065
Row11322,-1.155119498841014
